States__Regions__Stations__Name,States__Regions__Stations__Lon,States__Regions__Stations__Lat,Color,DetailAlarm,type,Val
Bělotín,17.80422,49.587082,C7EAFB,-2,PM2_5 1h,8
Bělotín,17.80422,49.587082,C7EAFB,1,General,
Jeseník-lázně,17.19018,50.242241,C7EAFB,1,SO2 1h,1.3
Jeseník-lázně,17.19018,50.242241,C7EAFB,1,NO2 1h,2.3
Jeseník-lázně,17.19018,50.242241,FFFFFF,-1,CO 8h,
Jeseník-lázně,17.19018,50.242241,C7EAFB,1,PM10 1h,12
Jeseník-lázně,17.19018,50.242241,FFFFFF,0,O3 1h,
Jeseník-lázně,17.19018,50.242241,C7EAFB,-2,PM10 24h,12.5
Jeseník-lázně,17.19018,50.242241,FFFFFF,-1,PM2_5 1h,
Jeseník-lázně,17.19018,50.242241,FFFFFF,0,General,
Olomouc-Hejčín,17.238073,49.601463,FFFFFF,-1,SO2 1h,
Olomouc-Hejčín,17.238073,49.601463,C7EAFB,1,NO2 1h,18.4
Olomouc-Hejčín,17.238073,49.601463,FFFFFF,-1,CO 8h,
Olomouc-Hejčín,17.238073,49.601463,C7EAFB,1,PM10 1h,4
Olomouc-Hejčín,17.238073,49.601463,FFFFFF,-1,O3 1h,
Olomouc-Hejčín,17.238073,49.601463,C7EAFB,-2,PM10 24h,22.7
Olomouc-Hejčín,17.238073,49.601463,C7EAFB,-2,PM2_5 1h,7
Olomouc-Hejčín,17.238073,49.601463,C7EAFB,1,General,
Olomouc-Šmeralova,17.266094,49.592865,FFFFFF,-1,SO2 1h,
Olomouc-Šmeralova,17.266094,49.592865,FFFFFF,-1,NO2 1h,
Olomouc-Šmeralova,17.266094,49.592865,FFFFFF,-1,CO 8h,
Olomouc-Šmeralova,17.266094,49.592865,C7EAFB,1,PM10 1h,14
Olomouc-Šmeralova,17.266094,49.592865,FFFFFF,-1,O3 1h,
Olomouc-Šmeralova,17.266094,49.592865,C7EAFB,-2,PM10 24h,23.6
Olomouc-Šmeralova,17.266094,49.592865,C7EAFB,-2,PM2_5 1h,8
Olomouc-Šmeralova,17.266094,49.592865,C7EAFB,1,General,
Přerov,17.454159,49.451656,C7EAFB,1,SO2 1h,1.3
Přerov,17.454159,49.451656,FFFFFF,-1,NO2 1h,
Přerov,17.454159,49.451656,FFFFFF,-1,CO 8h,
Přerov,17.454159,49.451656,C7EAFB,1,PM10 1h,12
Přerov,17.454159,49.451656,FFF200,3,O3 1h,81.6
Přerov,17.454159,49.451656,C7EAFB,-2,PM10 24h,23.7
Přerov,17.454159,49.451656,C7EAFB,-2,PM2_5 1h,10
Přerov,17.454159,49.451656,FFF200,3,General,
Prostějov,17.114725,49.467857,FFFFFF,-1,SO2 1h,
Prostějov,17.114725,49.467857,FFFFFF,-1,NO2 1h,
Prostějov,17.114725,49.467857,FFFFFF,-1,CO 8h,
Prostějov,17.114725,49.467857,9BD3AE,2,PM10 1h,21
Prostějov,17.114725,49.467857,FFFFFF,-1,O3 1h,
Prostějov,17.114725,49.467857,C7EAFB,-2,PM10 24h,18.8
Prostějov,17.114725,49.467857,FFFFFF,-1,PM2_5 1h,
Prostějov,17.114725,49.467857,9BD3AE,2,General,
Otrokovice-město,17.534742,49.208912,FFFFFF,-1,SO2 1h,
Otrokovice-město,17.534742,49.208912,FFFFFF,0,NO2 1h,
Otrokovice-město,17.534742,49.208912,C7EAFB,1,CO 8h,123
Otrokovice-město,17.534742,49.208912,FFFFFF,0,PM10 1h,
Otrokovice-město,17.534742,49.208912,FFFFFF,-1,O3 1h,
Otrokovice-město,17.534742,49.208912,C7EAFB,-2,PM10 24h,24.5
Otrokovice-město,17.534742,49.208912,FFFFFF,-1,PM2_5 1h,
Otrokovice-město,17.534742,49.208912,FFFFFF,0,General,
Štítná n.Vláří,18.007828,49.047817,FFFFFF,-1,SO2 1h,
Štítná n.Vláří,18.007828,49.047817,FFFFFF,-1,NO2 1h,
Štítná n.Vláří,18.007828,49.047817,FFFFFF,-1,CO 8h,
Štítná n.Vláří,18.007828,49.047817,FFFFFF,-1,PM10 1h,
Štítná n.Vláří,18.007828,49.047817,FFFFFF,0,O3 1h,
Štítná n.Vláří,18.007828,49.047817,FFFFFF,-1,PM10 24h,
Štítná n.Vláří,18.007828,49.047817,FFFFFF,-1,PM2_5 1h,
Štítná n.Vláří,18.007828,49.047817,FFFFFF,-1,General,
Těšnovice,17.410561,49.259392,C7EAFB,1,SO2 1h,2.7
Těšnovice,17.410561,49.259392,C7EAFB,1,NO2 1h,7.7
Těšnovice,17.410561,49.259392,FFFFFF,-1,CO 8h,
Těšnovice,17.410561,49.259392,C7EAFB,1,PM10 1h,10
Těšnovice,17.410561,49.259392,FFF200,3,O3 1h,77.4
Těšnovice,17.410561,49.259392,C7EAFB,-2,PM10 24h,11.2
Těšnovice,17.410561,49.259392,C7EAFB,-2,PM2_5 1h,5
Těšnovice,17.410561,49.259392,FFF200,3,General,
Uherské Hradiště,17.466848,49.067951,FFFFFF,-1,SO2 1h,
Uherské Hradiště,17.466848,49.067951,C7EAFB,1,NO2 1h,21.6
Uherské Hradiště,17.466848,49.067951,C7EAFB,1,CO 8h,305
Uherské Hradiště,17.466848,49.067951,C7EAFB,1,PM10 1h,17
Uherské Hradiště,17.466848,49.067951,FFFFFF,-1,O3 1h,
Uherské Hradiště,17.466848,49.067951,C7EAFB,-2,PM10 24h,20.6
Uherské Hradiště,17.466848,49.067951,FFFFFF,-1,PM2_5 1h,
Uherské Hradiště,17.466848,49.067951,C7EAFB,1,General,
Valašské Meziříčí,17.966976,49.472057,FFFFFF,-1,SO2 1h,
Valašské Meziříčí,17.966976,49.472057,FFFFFF,-1,NO2 1h,
Valašské Meziříčí,17.966976,49.472057,FFFFFF,-1,CO 8h,
Valašské Meziříčí,17.966976,49.472057,C7EAFB,1,PM10 1h,16
Valašské Meziříčí,17.966976,49.472057,FFFFFF,-1,O3 1h,
Valašské Meziříčí,17.966976,49.472057,C7EAFB,-2,PM10 24h,20.4
Valašské Meziříčí,17.966976,49.472057,C7EAFB,-2,PM2_5 1h,8
Valašské Meziříčí,17.966976,49.472057,C7EAFB,1,General,
Zlín,17.667175,49.232906,C7EAFB,1,SO2 1h,5.9
Zlín,17.667175,49.232906,C7EAFB,1,NO2 1h,8.8
Zlín,17.667175,49.232906,FFFFFF,-1,CO 8h,
Zlín,17.667175,49.232906,C7EAFB,1,PM10 1h,19
Zlín,17.667175,49.232906,FFF200,3,O3 1h,78
Zlín,17.667175,49.232906,C7EAFB,-2,PM10 24h,16.9
Zlín,17.667175,49.232906,C7EAFB,-2,PM2_5 1h,15
Zlín,17.667175,49.232906,FFF200,3,General,
Bílovec,18.023638,49.759598,C7EAFB,1,SO2 1h,5.6
Bílovec,18.023638,49.759598,C7EAFB,1,NO2 1h,4
Bílovec,18.023638,49.759598,C7EAFB,1,CO 8h,358
Bílovec,18.023638,49.759598,C7EAFB,1,PM10 1h,12
Bílovec,18.023638,49.759598,FFF200,3,O3 1h,84.6
Bílovec,18.023638,49.759598,C7EAFB,-2,PM10 24h,18.9
Bílovec,18.023638,49.759598,FFFFFF,-1,PM2_5 1h,
Bílovec,18.023638,49.759598,FFF200,3,General,
Bílý Kříž,18.538561,49.502609,C7EAFB,1,SO2 1h,13.6
Bílý Kříž,18.538561,49.502609,C7EAFB,1,NO2 1h,9.8
Bílý Kříž,18.538561,49.502609,FFFFFF,-1,CO 8h,
Bílý Kříž,18.538561,49.502609,FFFFFF,-1,PM10 1h,
Bílý Kříž,18.538561,49.502609,FFF200,3,O3 1h,81.8
Bílý Kříž,18.538561,49.502609,FFFFFF,-1,PM10 24h,
Bílý Kříž,18.538561,49.502609,FFFFFF,-1,PM2_5 1h,
Bílý Kříž,18.538561,49.502609,FFF200,-1,General,
Bohumín,18.375931,49.903965,FFF200,3,SO2 1h,75.9
Bohumín,18.375931,49.903965,9BD3AE,2,NO2 1h,28.1
Bohumín,18.375931,49.903965,C7EAFB,1,CO 8h,323
Bohumín,18.375931,49.903965,ED1C24,5,PM10 1h,106
Bohumín,18.375931,49.903965,9BD3AE,2,O3 1h,48.5
Bohumín,18.375931,49.903965,C7EAFB,-2,PM10 24h,
Bohumín,18.375931,49.903965,FFFFFF,-1,PM2_5 1h,
Bohumín,18.375931,49.903965,ED1C24,5,General,
Červená hora,17.541946,49.777142,FFFFFF,-1,SO2 1h,
Červená hora,17.541946,49.777142,C7EAFB,1,NO2 1h,3.4
Červená hora,17.541946,49.777142,FFFFFF,-1,CO 8h,
Červená hora,17.541946,49.777142,FFFFFF,-1,PM10 1h,
Červená hora,17.541946,49.777142,FFF200,3,O3 1h,86.4
Červená hora,17.541946,49.777142,FFFFFF,-1,PM10 24h,
Červená hora,17.541946,49.777142,FFFFFF,-1,PM2_5 1h,
Červená hora,17.541946,49.777142,ED1C24,-1,General,
Český Těšín,18.609726,49.748959,FFFFFF,0,SO2 1h,
Český Těšín,18.609726,49.748959,FFFFFF,0,NO2 1h,
Český Těšín,18.609726,49.748959,FFFFFF,-1,CO 8h,
Český Těšín,18.609726,49.748959,9BD3AE,2,PM10 1h,31
Český Těšín,18.609726,49.748959,FFFFFF,-1,O3 1h,
Český Těšín,18.609726,49.748959,C7EAFB,-2,PM10 24h,29.2
Český Těšín,18.609726,49.748959,C7EAFB,-2,PM2_5 1h,12
Český Těšín,18.609726,49.748959,FFFFFF,0,General,
Frýdek-Místek,18.35107,49.671791,FFFFFF,-1,SO2 1h,
Frýdek-Místek,18.35107,49.671791,C7EAFB,1,NO2 1h,21.6
Frýdek-Místek,18.35107,49.671791,FFFFFF,-1,CO 8h,
Frýdek-Místek,18.35107,49.671791,FFF200,3,PM10 1h,41
Frýdek-Místek,18.35107,49.671791,FFFFFF,-1,O3 1h,
Frýdek-Místek,18.35107,49.671791,C7EAFB,-2,PM10 24h,19.1
Frýdek-Místek,18.35107,49.671791,C7EAFB,-2,PM2_5 1h,25
Frýdek-Místek,18.35107,49.671791,FFF200,3,General,
Havířov,18.406836,49.790977,FFFFFF,-1,SO2 1h,
Havířov,18.406836,49.790977,FFFFFF,-1,NO2 1h,
Havířov,18.406836,49.790977,FFFFFF,-1,CO 8h,
Havířov,18.406836,49.790977,C7EAFB,1,PM10 1h,15
Havířov,18.406836,49.790977,FFFFFF,-1,O3 1h,
Havířov,18.406836,49.790977,C7EAFB,-2,PM10 24h,20.8
Havířov,18.406836,49.790977,C7EAFB,-2,PM2_5 1h,9
Havířov,18.406836,49.790977,C7EAFB,1,General,
Karviná-ZÚ,18.557777,49.858891,FFFFFF,-1,SO2 1h,
Karviná-ZÚ,18.557777,49.858891,C7EAFB,1,NO2 1h,23.3
Karviná-ZÚ,18.557777,49.858891,FFFFFF,-1,CO 8h,
Karviná-ZÚ,18.557777,49.858891,FFF200,3,PM10 1h,41
Karviná-ZÚ,18.557777,49.858891,FFFFFF,-1,O3 1h,
Karviná-ZÚ,18.557777,49.858891,C7EAFB,-2,PM10 24h,23.7
Karviná-ZÚ,18.557777,49.858891,C7EAFB,-2,PM2_5 1h,34
Karviná-ZÚ,18.557777,49.858891,FFF200,3,General,
Karviná,18.551453,49.863796,C7EAFB,1,SO2 1h,8.5
Karviná,18.551453,49.863796,C7EAFB,1,NO2 1h,15.3
Karviná,18.551453,49.863796,FFFFFF,-1,CO 8h,
Karviná,18.551453,49.863796,9BD3AE,2,PM10 1h,33
Karviná,18.551453,49.863796,FFF200,3,O3 1h,79
Karviná,18.551453,49.863796,C7EAFB,-2,PM10 24h,22.4
Karviná,18.551453,49.863796,C7EAFB,-2,PM2_5 1h,26
Karviná,18.551453,49.863796,FFF200,3,General,
Ostrava-Českobratrská (hot spot),18.289976,49.839848,FFFFFF,-1,SO2 1h,
Ostrava-Českobratrská (hot spot),18.289976,49.839848,9BD3AE,2,NO2 1h,40.6
Ostrava-Českobratrská (hot spot),18.289976,49.839848,C7EAFB,1,CO 8h,172
Ostrava-Českobratrská (hot spot),18.289976,49.839848,FFF200,3,PM10 1h,51
Ostrava-Českobratrská (hot spot),18.289976,49.839848,FFFFFF,-1,O3 1h,
Ostrava-Českobratrská (hot spot),18.289976,49.839848,C7EAFB,-2,PM10 24h,26.1
Ostrava-Českobratrská (hot spot),18.289976,49.839848,C7EAFB,-2,PM2_5 1h,41
Ostrava-Českobratrská (hot spot),18.289976,49.839848,FFF200,3,General,
Ostrava-Fifejdy,18.263689,49.839188,C7EAFB,1,SO2 1h,14.1
Ostrava-Fifejdy,18.263689,49.839188,9BD3AE,2,NO2 1h,30.8
Ostrava-Fifejdy,18.263689,49.839188,FFFFFF,-1,CO 8h,
Ostrava-Fifejdy,18.263689,49.839188,C7EAFB,1,PM10 1h,10
Ostrava-Fifejdy,18.263689,49.839188,9BD3AE,2,O3 1h,54.7
Ostrava-Fifejdy,18.263689,49.839188,C7EAFB,-2,PM10 24h,19.4
Ostrava-Fifejdy,18.263689,49.839188,FFFFFF,-1,PM2_5 1h,
Ostrava-Fifejdy,18.263689,49.839188,9BD3AE,2,General,
Ostrava-Mariánské Hory,18.263655,49.82486,C7EAFB,1,SO2 1h,11.7
Ostrava-Mariánské Hory,18.263655,49.82486,9BD3AE,2,NO2 1h,28.3
Ostrava-Mariánské Hory,18.263655,49.82486,C7EAFB,1,CO 8h,317
Ostrava-Mariánské Hory,18.263655,49.82486,FFF200,3,PM10 1h,54
Ostrava-Mariánské Hory,18.263655,49.82486,9BD3AE,2,O3 1h,52.1
Ostrava-Mariánské Hory,18.263655,49.82486,C7EAFB,-2,PM10 24h,20.5
Ostrava-Mariánské Hory,18.263655,49.82486,FFFFFF,-1,PM2_5 1h,
Ostrava-Mariánské Hory,18.263655,49.82486,FFF200,3,General,
Ostrava-Poruba DD,18.165279,49.835506,FFFFFF,-1,SO2 1h,
Ostrava-Poruba DD,18.165279,49.835506,C7EAFB,1,NO2 1h,4
Ostrava-Poruba DD,18.165279,49.835506,FFFFFF,-1,CO 8h,
Ostrava-Poruba DD,18.165279,49.835506,9BD3AE,2,PM10 1h,30
Ostrava-Poruba DD,18.165279,49.835506,FFFFFF,-1,O3 1h,
Ostrava-Poruba DD,18.165279,49.835506,C7EAFB,-2,PM10 24h,31.5
Ostrava-Poruba DD,18.165279,49.835506,FFFFFF,-1,PM2_5 1h,
Ostrava-Poruba DD,18.165279,49.835506,9BD3AE,2,General,
Ostrava-Poruba/ČHMÚ,18.159275,49.825294,C7EAFB,1,SO2 1h,1.3
Ostrava-Poruba/ČHMÚ,18.159275,49.825294,C7EAFB,1,NO2 1h,14.7
Ostrava-Poruba/ČHMÚ,18.159275,49.825294,FFFFFF,-1,CO 8h,
Ostrava-Poruba/ČHMÚ,18.159275,49.825294,FFFFFF,-1,PM10 1h,
Ostrava-Poruba/ČHMÚ,18.159275,49.825294,FFFFFF,-1,O3 1h,
Ostrava-Poruba/ČHMÚ,18.159275,49.825294,FFFFFF,-1,PM10 24h,
Ostrava-Poruba/ČHMÚ,18.159275,49.825294,FFFFFF,-1,PM2_5 1h,
Ostrava-Poruba/ČHMÚ,18.159275,49.825294,9BD3AE,-1,General,
Ostrava-Přívoz,18.269741,49.856258,C7EAFB,1,SO2 1h,15.4
Ostrava-Přívoz,18.269741,49.856258,9BD3AE,2,NO2 1h,25.6
Ostrava-Přívoz,18.269741,49.856258,C7EAFB,1,CO 8h,141
Ostrava-Přívoz,18.269741,49.856258,9BD3AE,2,PM10 1h,23
Ostrava-Přívoz,18.269741,49.856258,FFFFFF,-1,O3 1h,
Ostrava-Přívoz,18.269741,49.856258,C7EAFB,-2,PM10 24h,25.4
Ostrava-Přívoz,18.269741,49.856258,C7EAFB,-2,PM2_5 1h,13
Ostrava-Přívoz,18.269741,49.856258,9BD3AE,2,General,
Ostrava-Radvanice ZÚ,18.339138,49.807056,C7EAFB,1,SO2 1h,5.6
Ostrava-Radvanice ZÚ,18.339138,49.807056,C7EAFB,1,NO2 1h,24.5
Ostrava-Radvanice ZÚ,18.339138,49.807056,C7EAFB,1,CO 8h,393
Ostrava-Radvanice ZÚ,18.339138,49.807056,FFF200,3,PM10 1h,59
Ostrava-Radvanice ZÚ,18.339138,49.807056,FFFFFF,0,O3 1h,
Ostrava-Radvanice ZÚ,18.339138,49.807056,C7EAFB,-2,PM10 24h,33.3
Ostrava-Radvanice ZÚ,18.339138,49.807056,C7EAFB,-2,PM2_5 1h,49
Ostrava-Radvanice ZÚ,18.339138,49.807056,FFFFFF,0,General,
Ostrava Radvanice OZO,18.340343,49.818539,C7EAFB,1,SO2 1h,5.6
Ostrava Radvanice OZO,18.340343,49.818539,C7EAFB,1,NO2 1h,19.9
Ostrava Radvanice OZO,18.340343,49.818539,FFFFFF,-1,CO 8h,
Ostrava Radvanice OZO,18.340343,49.818539,ED1C24,5,PM10 1h,98
Ostrava Radvanice OZO,18.340343,49.818539,9BD3AE,2,O3 1h,58.1
Ostrava Radvanice OZO,18.340343,49.818539,C7EAFB,-2,PM10 24h,35
Ostrava Radvanice OZO,18.340343,49.818539,FFFFFF,-1,PM2_5 1h,
Ostrava Radvanice OZO,18.340343,49.818539,ED1C24,5,General,
Orlová,18.433607,49.87566,FFFFFF,-1,SO2 1h,
Orlová,18.433607,49.87566,FFFFFF,-1,NO2 1h,
Orlová,18.433607,49.87566,FFFFFF,-1,CO 8h,
Orlová,18.433607,49.87566,FFF200,3,PM10 1h,57
Orlová,18.433607,49.87566,FFFFFF,-1,O3 1h,
Orlová,18.433607,49.87566,C7EAFB,-2,PM10 24h,26.4
Orlová,18.433607,49.87566,FFFFFF,-1,PM2_5 1h,
Orlová,18.433607,49.87566,FFF200,3,General,
Opava-Kateřinky,17.909531,49.944988,FFFFFF,-1,SO2 1h,
Opava-Kateřinky,17.909531,49.944988,C7EAFB,1,NO2 1h,17.2
Opava-Kateřinky,17.909531,49.944988,FFFFFF,-1,CO 8h,
Opava-Kateřinky,17.909531,49.944988,9BD3AE,2,PM10 1h,27
Opava-Kateřinky,17.909531,49.944988,9BD3AE,2,O3 1h,39.7
Opava-Kateřinky,17.909531,49.944988,C7EAFB,-2,PM10 24h,15.6
Opava-Kateřinky,17.909531,49.944988,C7EAFB,-2,PM2_5 1h,18
Opava-Kateřinky,17.909531,49.944988,9BD3AE,2,General,
Ostrava-Zábřeh,18.247181,49.79604,C7EAFB,1,SO2 1h,11.5
Ostrava-Zábřeh,18.247181,49.79604,9BD3AE,2,NO2 1h,31.8
Ostrava-Zábřeh,18.247181,49.79604,FFFFFF,-1,CO 8h,
Ostrava-Zábřeh,18.247181,49.79604,C7EAFB,1,PM10 1h,18
Ostrava-Zábřeh,18.247181,49.79604,FFFFFF,-1,O3 1h,
Ostrava-Zábřeh,18.247181,49.79604,C7EAFB,-2,PM10 24h,17.1
Ostrava-Zábřeh,18.247181,49.79604,C7EAFB,-2,PM2_5 1h,8
Ostrava-Zábřeh,18.247181,49.79604,9BD3AE,2,General,
Rychvald,18.377254,49.87167,FFFFFF,0,SO2 1h,
Rychvald,18.377254,49.87167,FFFFFF,0,NO2 1h,
Rychvald,18.377254,49.87167,FFFFFF,-1,CO 8h,
Rychvald,18.377254,49.87167,FFF200,3,PM10 1h,51
Rychvald,18.377254,49.87167,FFFFFF,-1,O3 1h,
Rychvald,18.377254,49.87167,C7EAFB,-2,PM10 24h,22.1
Rychvald,18.377254,49.87167,C7EAFB,-2,PM2_5 1h,26
Rychvald,18.377254,49.87167,FFFFFF,0,General,
Studénka,18.089306,49.720936,C7EAFB,1,SO2 1h,1.3
Studénka,18.089306,49.720936,FFF200,3,NO2 1h,50.3
Studénka,18.089306,49.720936,FFFFFF,-1,CO 8h,
Studénka,18.089306,49.720936,C7EAFB,1,PM10 1h,5
Studénka,18.089306,49.720936,C7EAFB,1,O3 1h,5
Studénka,18.089306,49.720936,C7EAFB,-2,PM10 24h,17.2
Studénka,18.089306,49.720936,C7EAFB,-2,PM2_5 1h,3
Studénka,18.089306,49.720936,FFF200,3,General,
Třinec-Kanada,18.643038,49.672379,FFFFFF,-1,SO2 1h,
Třinec-Kanada,18.643038,49.672379,C7EAFB,1,NO2 1h,24.7
Třinec-Kanada,18.643038,49.672379,FFFFFF,-1,CO 8h,
Třinec-Kanada,18.643038,49.672379,C7EAFB,1,PM10 1h,7
Třinec-Kanada,18.643038,49.672379,FFFFFF,-1,O3 1h,
Třinec-Kanada,18.643038,49.672379,C7EAFB,-2,PM10 24h,
Třinec-Kanada,18.643038,49.672379,FFFFFF,-1,PM2_5 1h,
Třinec-Kanada,18.643038,49.672379,C7EAFB,1,General,
Třinec-Kosmos,18.677799,49.668114,FFFFFF,-1,SO2 1h,
Třinec-Kosmos,18.677799,49.668114,FFFFFF,-1,NO2 1h,
Třinec-Kosmos,18.677799,49.668114,FFFFFF,-1,CO 8h,
Třinec-Kosmos,18.677799,49.668114,C7EAFB,1,PM10 1h,13
Třinec-Kosmos,18.677799,49.668114,C7EAFB,1,O3 1h,23.3
Třinec-Kosmos,18.677799,49.668114,C7EAFB,-2,PM10 24h,20.5
Třinec-Kosmos,18.677799,49.668114,C7EAFB,-2,PM2_5 1h,22
Třinec-Kosmos,18.677799,49.668114,C7EAFB,1,General,
Věřňovice,18.422873,49.924679,FFFFFF,0,SO2 1h,
Věřňovice,18.422873,49.924679,FFFFFF,0,NO2 1h,
Věřňovice,18.422873,49.924679,FFFFFF,-1,CO 8h,
Věřňovice,18.422873,49.924679,FFFFFF,0,PM10 1h,
Věřňovice,18.422873,49.924679,FFFFFF,-1,O3 1h,
Věřňovice,18.422873,49.924679,C7EAFB,-2,PM10 24h,24
Věřňovice,18.422873,49.924679,C7EAFB,-2,PM2_5 1h,
Věřňovice,18.422873,49.924679,FFFFFF,0,General,
Vítkov,17.760265,49.775162,C7EAFB,1,SO2 1h,5.6
Vítkov,17.760265,49.775162,C7EAFB,1,NO2 1h,10.5
Vítkov,17.760265,49.775162,C7EAFB,1,CO 8h,386
Vítkov,17.760265,49.775162,9BD3AE,2,PM10 1h,24
Vítkov,17.760265,49.775162,9BD3AE,2,O3 1h,53.5
Vítkov,17.760265,49.775162,C7EAFB,-2,PM10 24h,19.9
Vítkov,17.760265,49.775162,FFFFFF,-1,PM2_5 1h,
Vítkov,17.760265,49.775162,9BD3AE,2,General,
